상위구역,읍면동명,인구,취업자수,종사자수,학생수
경기도 부천시,심곡본동,19207,9345,5122,1002
경기도 부천시,심곡본1동,19936,9826,2998,2239
경기도 부천시,소사본동,25226,12186,6487,4660
경기도 부천시,소사본3동,32358,14989,4434,3715
경기도 부천시,괴안동,21409,9912,3096,2230
경기도 부천시,범박동,32681,14537,2676,5165
경기도 부천시,역곡3동,25386,12078,5864,6229
경기도 부천시,송내1동,23302,11051,7547,3346
경기도 부천시,송내2동,27543,12879,5805,3730
경기도 부천시,성곡동,43201,20146,7307,4805
경기도 부천시,원종1동,23094,10880,3917,1340
경기도 부천시,원종2동,24594,11526,3027,1936
경기도 부천시,오정동,22895,10910,9982,3338
경기도 부천시,신흥동,21033,10785,39025,696
경기도 부천시,고강본동,29566,13795,3749,2201
경기도 부천시,고강1동,15738,7420,2130,1225
경기도 성남시 분당구,분당동,26783,12284,2865,4046
경기도 성남시 분당구,수내3동,14432,6542,2107,4250
경기도 성남시 분당구,수내2동,10320,4330,1611,2165
경기도 성남시 분당구,정자2동,16661,7858,1031,1330
경기도 성남시 분당구,정자3동,16070,7273,3696,3985
경기도 성남시 분당구,구미동,31737,14597,20041,1890
경기도 성남시 분당구,금곡동,26976,12477,11394,1376
경기도 성남시 분당구,구미1동,17837,8333,9113,3376
경기도 성남시 분당구,수내1동,17262,7905,18897,2307
경기도 성남시 분당구,서현1동,31266,14155,32201,4579
경기도 성남시 분당구,서현2동,18473,8438,2956,2479
경기도 성남시 분당구,정자1동,28403,13569,25982,3892
경기도 성남시 분당구,정자동,20470,9848,4322,2598
경기도 성남시 분당구,이매1동,26109,11755,4671,5105
경기도 성남시 분당구,이매2동,13540,5952,3021,2433
경기도 성남시 분당구,야탑1동,17800,8464,22289,1488
경기도 성남시 분당구,야탑3동,30303,14557,12954,5686
경기도 성남시 분당구,야탑2동,16609,7449,2840,1867
경기도 성남시 분당구,운중동,19860,9145,5302,3105
경기도 성남시 분당구,삼평동,24944,11113,68898,3829
경기도 성남시 분당구,판교동,22967,10074,5472,4093
경기도 성남시 분당구,백현동,27784,12350,6548,3908
경기도 성남시 수정구,신흥1동,15105,7683,4185,0
경기도 성남시 수정구,신흥3동,11230,5644,3298,0
경기도 성남시 수정구,신흥2동,21350,10125,4569,1870
경기도 성남시 수정구,산성동,14225,6751,1811,2122
경기도 성남시 수정구,태평1동,18520,9291,4050,796
경기도 성남시 수정구,수진2동,19990,9922,6615,3505
경기도 성남시 수정구,태평2동,16685,8004,3129,0
경기도 성남시 수정구,태평3동,15127,7263,2260,1597
경기도 성남시 수정구,태평4동,14763,6865,1926,1573
경기도 성남시 수정구,수진1동,16297,8265,2582,0
경기도 성남시 수정구,단대동,16338,7652,3941,4049
경기도 성남시 수정구,양지동,10367,4770,1949,4697
경기도 성남시 수정구,신촌동,4515,2063,619,898
경기도 성남시 수정구,고등동,1673,809,933,53
경기도 성남시 수정구,시흥동,3049,1439,4161,0
경기도 성남시 수정구,복정동,12102,6308,10000,24786
경기도 성남시 수정구,위례동,23490,10759,267,653
경기도 성남시 중원구,성남동,30842,15289,13444,8022
경기도 성남시 중원구,하대원동,22371,10619,6579,2448
경기도 성남시 중원구,금광1동,12728,6293,3693,2598
경기도 성남시 중원구,금광2동,28020,13424,5310,9908
경기도 성남시 중원구,상대원3동,14412,7038,2128,497
경기도 성남시 중원구,중앙동,17492,8458,3151,524
경기도 성남시 중원구,은행1동,12023,5483,531,834
경기도 성남시 중원구,은행2동,27092,12540,2516,2005
경기도 성남시 중원구,상대원1동,28589,13996,46428,914
경기도 성남시 중원구,상대원2동,16081,7848,6126,557
경기도 성남시 중원구,도촌동,25363,11465,6922,2237
경기도 수원시 권선구,세류1동,10977,5499,1125,1027
경기도 수원시 권선구,세류2동,27661,13842,5128,1345
경기도 수원시 권선구,세류3동,24387,11740,4978,1085
경기도 수원시 권선구,평동,37797,17688,24638,9570
경기도 수원시 권선구,서둔동,41174,19540,12104,3278
경기도 수원시 권선구,구운동,27486,13166,6979,2087
경기도 수원시 권선구,입북동,18040,8077,2125,1530
경기도 수원시 권선구,금곡동,35772,15966,3369,5212
경기도 수원시 권선구,호매실동,28625,12759,2647,3379
경기도 수원시 권선구,권선1동,25942,13030,14118,1552
경기도 수원시 권선구,곡선동,30306,15817,6384,4453
경기도 수원시 권선구,권선2동,48900,22332,6667,6475
경기도 수원시 영통구,매탄3동,38894,18403,50967,7299
경기도 수원시 영통구,영통1동,43055,20032,14521,7374
경기도 수원시 영통구,영통2동,46505,21329,13046,7647
경기도 수원시 영통구,태장동,52663,24643,13027,6411
경기도 수원시 영통구,매탄1동,21222,9918,2001,1464
경기도 수원시 영통구,매탄2동,16844,7871,3993,2934
경기도 수원시 영통구,매탄4동,24103,11312,2760,2766
경기도 수원시 영통구,원천동,25214,12554,21656,18497
경기도 수원시 영통구,광교1동,42915,19534,15387,20973
경기도 수원시 영통구,광교2동,24573,10986,1663,2307
경기도 수원시 장안구,파장동,24816,11734,12914,5328
경기도 수원시 장안구,율천동,42670,19873,7446,10651
경기도 수원시 장안구,정자1동,34090,15346,4592,1617
경기도 수원시 장안구,송죽동,18397,8725,7487,1912
경기도 수원시 장안구,영화동,23123,11485,8274,1415
경기도 수원시 장안구,조원1동,31373,14311,5899,2430
경기도 수원시 장안구,조원2동,19591,8736,3531,4847
경기도 수원시 장안구,정자2동,32075,14619,6171,4737
경기도 수원시 장안구,정자3동,44886,19758,8925,15271
경기도 수원시 장안구,연무동,20252,9500,6030,718
경기도 수원시 팔달구,인계동,45368,22699,46339,2693
경기도 수원시 팔달구,매교동,11307,5667,5018,2301
경기도 수원시 팔달구,매산동,13908,7371,14797,309
경기도 수원시 팔달구,행궁동,11650,5765,7810,4566
경기도 수원시 팔달구,고등동,13679,7021,2502,1795
경기도 수원시 팔달구,화서1동,26424,12287,3676,518
경기도 수원시 팔달구,화서2동,28584,13106,4119,9433
경기도 수원시 팔달구,지동,15313,7451,5495,509
경기도 수원시 팔달구,우만1동,22666,10799,5762,1189
경기도 수원시 팔달구,우만2동,18466,8568,5813,4876
경기도 시흥시,대야동,31955,15152,14839,2432
경기도 시흥시,신천동,41113,19489,12043,4099
경기도 시흥시,정왕4동,36045,16111,2620,5357
경기도 시흥시,정왕본동,39926,23439,8600,5010
경기도 시흥시,군자동,25060,11656,3992,3046
경기도 시흥시,월곶동,16102,7646,4323,1509
경기도 시흥시,정왕2동,36155,17129,29476,4488
경기도 시흥시,정왕3동,28126,14324,24088,2264
경기도 시흥시,정왕1동,39469,22112,44895,15248
경기도 시흥시,신현동,11482,5519,7297,327
경기도 시흥시,은행동,29502,13497,7700,7252
경기도 시흥시,매화동,13356,6115,4371,1914
경기도 시흥시,목감동,16192,7486,4600,851
경기도 시흥시,과림동,1889,973,8047,1563
경기도 시흥시,능곡동,15843,6926,2808,3277
경기도 시흥시,연성동,24232,10906,7448,4109
경기도 시흥시,장곡동,18464,7927,3067,4090
경기도 안산시 단원구,와동,44868,21687,5240,5203
경기도 안산시 단원구,선부1동,13723,6681,3355,948
경기도 안산시 단원구,선부2동,28630,14788,5360,5101
경기도 안산시 단원구,선부3동,35768,17054,5929,3099
경기도 안산시 단원구,원곡1동,11120,6059,1532,502
경기도 안산시 단원구,원곡2동,16154,7606,1879,1421
경기도 안산시 단원구,고잔1동,21247,10009,8033,2929
경기도 안산시 단원구,고잔2동,21957,10604,18827,7080
경기도 안산시 단원구,호수동,47893,22523,27988,7944
경기도 안산시 단원구,원곡본동,57345,31704,32500,5441
경기도 안산시 단원구,초지동,50565,24846,121889,11165
경기도 안산시 상록구,일동,28306,13319,4150,7121
경기도 안산시 상록구,성포동,25875,11891,4279,3792
경기도 안산시 상록구,이동,31392,16219,10100,2904
경기도 안산시 상록구,사1동,39003,18785,6524,3321
경기도 안산시 상록구,사2동,34993,16121,7043,3491
경기도 안산시 상록구,사3동,21900,10550,5719,13849
경기도 안산시 상록구,본오1동,43712,20547,8134,6228
경기도 안산시 상록구,반월동,20103,9430,6674,2181
경기도 안산시 상록구,본오2동,30335,14091,4097,1574
경기도 안산시 상록구,본오3동,23976,11578,5629,3581
경기도 안산시 상록구,부곡동,23786,11161,3823,6453
경기도 안산시 상록구,월피동,44760,20955,7436,4104
경기도 안산시 상록구,안산동,9900,4620,3639,3078
경기도 안양시 동안구,비산1동,25788,11822,3217,9001
경기도 안양시 동안구,비산3동,23463,10959,5488,1634
경기도 안양시 동안구,관양1동,38388,17826,9162,3897
경기도 안양시 동안구,비산2동,13499,6271,2643,661
경기도 안양시 동안구,부흥동,18038,8053,5211,3861
경기도 안양시 동안구,달안동,11882,5756,6127,1984
경기도 안양시 동안구,부림동,25714,12396,13843,4254
경기도 안양시 동안구,평안동,24667,10859,3238,4575
경기도 안양시 동안구,귀인동,16926,7276,4569,4772
경기도 안양시 동안구,범계동,15696,7049,14301,3377
경기도 안양시 동안구,신촌동,13456,6231,2927,1321
경기도 안양시 동안구,관양2동,20030,9744,39345,2076
경기도 안양시 동안구,평촌동,15887,7150,8240,1434
경기도 안양시 동안구,호계3동,24639,11666,4485,1977
경기도 안양시 동안구,호계1동,12292,5976,18894,0
경기도 안양시 동안구,호계2동,25375,11990,10835,1954
경기도 안양시 동안구,갈산동,11302,5070,1737,3255
경기도 안양시 만안구,안양1동,17075,8043,8357,744
경기도 안양시 만안구,안양4동,7292,3502,4600,0
경기도 안양시 만안구,안양5동,13936,6562,5856,7627
경기도 안양시 만안구,안양2동,22550,10882,5853,4923
경기도 안양시 만안구,안양3동,17525,8387,3871,10140
경기도 안양시 만안구,안양6동,18440,9149,9440,2482
경기도 안양시 만안구,안양8동,11854,5823,5094,7993
경기도 안양시 만안구,안양9동,17290,8002,1569,1822
경기도 안양시 만안구,안양7동,12025,5838,12730,184
경기도 안양시 만안구,석수1동,19369,9024,4422,3290
경기도 안양시 만안구,석수2동,32178,15050,7729,2380
경기도 안양시 만안구,석수3동,14457,6614,1505,2887
경기도 안양시 만안구,박달1동,16605,7930,3089,0
경기도 안양시 만안구,박달2동,21759,10010,6147,3114
경기도 양주시,장흥면,9143,4166,4376,281
경기도 오산시,중앙동,29218,13304,8770,4500
경기도 오산시,대원동,66975,30604,17288,9399
경기도 오산시,신장동,55432,24908,7392,7336
경기도 오산시,남촌동,26825,14982,12662,9089
경기도 오산시,세마동,17655,7850,7221,8959
경기도 오산시,초평동,17013,7673,5401,1463
경기도 용인시 기흥구,구갈동,27109,13002,11271,11166
경기도 용인시 기흥구,상갈동,45248,20043,10900,8199
경기도 용인시 기흥구,상하동,24544,10894,4555,1956
경기도 용인시 기흥구,기흥동,21843,9810,11153,1444
경기도 용인시 기흥구,서농동,23629,10883,26869,3068
경기도 용인시 기흥구,구성동,38973,16593,4504,4928
경기도 용인시 기흥구,동백동,76319,32189,15041,15123
경기도 용인시 기흥구,마북동,30201,13054,9311,5377
경기도 용인시 기흥구,보정동,34889,15185,12721,5540
경기도 용인시 기흥구,신갈동,35669,16293,7990,4581
경기도 용인시 기흥구,영덕동,43222,19415,19153,18674
경기도 용인시 수지구,풍덕천1동,34764,16047,7624,5448
경기도 용인시 수지구,풍덕천2동,38477,16775,6974,7166
경기도 용인시 수지구,죽전1동,58401,25705,13204,22448
경기도 용인시 수지구,죽전2동,19291,9017,6468,2937
경기도 용인시 수지구,신봉동,34743,14776,4430,6146
경기도 용인시 수지구,동천동,34443,15400,8766,3418
경기도 용인시 수지구,성복동,35075,14815,4306,5215
경기도 용인시 수지구,상현1동,44945,19519,4888,8063
경기도 용인시 수지구,상현2동,31574,13414,3320,1513
경기도 의왕시,고천동,12341,5796,10016,2566
경기도 의왕시,부곡동,25587,11767,9969,3594
경기도 의왕시,오전동,38722,17850,9205,4359
경기도 의왕시,내손1동,22259,10416,4255,5304
경기도 의왕시,내손2동,31929,14817,2704,2080
경기도 의왕시,청계동,20455,9419,9776,1633
경기도 의정부시,의정부1동,19467,9642,13182,929
경기도 의정부시,의정부2동,27421,13199,18603,924
경기도 의정부시,의정부3동,13082,6294,6843,385
경기도 의정부시,호원1동,33926,15545,6661,4614
경기도 의정부시,장암동,20125,8894,2984,2123
경기도 의정부시,호원2동,36174,16049,4478,3383
경기도 의정부시,신곡1동,42977,19631,5258,4860
경기도 의정부시,신곡2동,45942,20598,7815,5625
경기도 의정부시,송산1동,32525,14880,9987,3280
경기도 의정부시,자금동,29254,13199,10587,3065
경기도 의정부시,송산2동,53244,23360,7903,9351
경기도 의정부시,가능1동,23840,11224,5937,6143
경기도 의정부시,가능2동,10168,4602,2232,2568
경기도 의정부시,가능3동,10343,4771,2268,7801
경기도 의정부시,녹양동,22766,10354,4341,2207
경기도 파주시,교하동,41224,18290,26900,6157
경기도 파주시,운정1동,42513,18681,7081,5842
경기도 파주시,운정2동,36407,15617,1590,5616
경기도 파주시,운정3동,55018,24146,8006,9089
경기도 파주시,금촌2동,35226,15479,7028,6329
경기도 파주시,금촌1동,23038,11065,12164,373
경기도 하남시,춘궁동,3702,1798,5937,93
경기도 하남시,초이동,3702,1837,5983,0
경기도 하남시,풍산동,4299,2050,1408,283
경기도 하남시,미사1동,20131,8819,1505,2225
경기도 하남시,미사2동,24436,10746,917,1684
경기도 하남시,감북동,3112,1537,7154,108
경기도 하남시,위례동,10568,5213,124,940
경기도 하남시,신장1동,6744,3293,2486,0
경기도 하남시,덕풍1동,17838,8434,1579,2219
경기도 하남시,덕풍2동,20983,9989,2398,622
경기도 하남시,신장2동,43644,19941,7991,5497
경기도 하남시,덕풍3동,27206,12326,10519,3067
경기도 화성시,봉담읍,71684,32344,27443,31400
경기도 화성시,매송면,7999,3665,2196,366
경기도 화성시,정남면,14087,7157,26017,6921
경기도 화성시,동탄2동,37125,15786,5008,8846
경기도 화성시,동탄1동,53621,24193,27395,10091
경기도 화성시,동탄3동,44129,19221,7003,6663
경기도 화성시,동탄면,7099,3566,16662,149
경기도 화성시,동탄4동,57447,25167,4256,9706
경기도 화성시,반월동,27293,12199,49838,4872
경기도 화성시,기배동,14966,6542,4097,2900
경기도 화성시,화산동,23893,11194,9620,1773
경기도 화성시,진안동,37415,18490,13015,2036
경기도 화성시,병점1동,28858,13010,4846,1768
경기도 화성시,병점2동,26412,11237,4145,8170
서울특별시 강남구,신사동,16853,8016,29332,592
서울특별시 강남구,압구정동,25345,11404,34644,5560
서울특별시 강남구,논현1동,23052,12786,43711,346
서울특별시 강남구,논현2동,21509,11155,65277,1389
서울특별시 강남구,역삼1동,34275,19753,154527,406
서울특별시 강남구,삼성1동,14017,6683,69746,2861
서울특별시 강남구,삼성2동,28706,14009,37369,1692
서울특별시 강남구,청담동,27954,13422,43578,4297
서울특별시 강남구,대치1동,21321,9143,7103,4908
서울특별시 강남구,대치4동,20252,10234,28677,1037
서울특별시 강남구,대치2동,38943,17703,51565,4808
서울특별시 강남구,역삼2동,33617,16111,40663,5158
서울특별시 강남구,도곡1동,21372,10209,19470,3666
서울특별시 강남구,도곡2동,31954,14521,22061,6555
서울특별시 강남구,개포1동,19811,9430,1658,2217
서울특별시 강남구,개포4동,17578,8651,12402,2117
서울특별시 강남구,개포2동,21798,10453,3451,4203
서울특별시 강남구,일원본동,23245,10481,8114,4791
서울특별시 강남구,일원1동,16414,7826,6451,1802
서울특별시 강남구,일원2동,15704,7314,8069,1371
서울특별시 강남구,수서동,16070,7605,16742,2407
서울특별시 강남구,세곡동,41152,18461,4542,3890
서울특별시 강동구,강일동,32838,14116,16319,3530
서울특별시 강동구,상일동,12561,5914,5429,8422
서울특별시 강동구,고덕2동,8361,3992,3138,2917
서울특별시 강동구,명일1동,21983,10135,6003,681
서울특별시 강동구,명일2동,17345,7868,5035,2529
서울특별시 강동구,고덕1동,15417,7108,1954,4697
서울특별시 강동구,암사3동,18200,8339,1806,2031
서울특별시 강동구,암사2동,14719,7115,4293,1835
서울특별시 강동구,천호1동,28226,13759,5431,3334
서울특별시 강동구,천호3동,24646,12404,7532,606
서울특별시 강동구,암사1동,36375,17615,5283,1139
서울특별시 강동구,천호2동,34638,17432,14534,1452
서울특별시 강동구,성내1동,19885,9535,17253,2724
서울특별시 강동구,성내2동,25165,12873,7633,0
서울특별시 강동구,성내3동,23618,11577,10241,82
서울특별시 강동구,둔촌1동,17533,8383,1227,3223
서울특별시 강동구,둔촌2동,27499,13009,9012,3402
서울특별시 강동구,길동,49060,24134,19875,3294
서울특별시 강북구,수유1동,21613,10260,5034,3398
서울특별시 강북구,삼양동,27894,13051,3159,2453
서울특별시 강북구,삼각산동,32967,14792,2138,3452
서울특별시 강북구,우이동,20518,9398,3980,405
서울특별시 강북구,인수동,31332,14537,5460,2805
서울특별시 강북구,미아동,22459,10905,6172,4376
서울특별시 강북구,송중동,28068,13363,7989,3398
서울특별시 강북구,송천동,28997,13846,7066,4304
서울특별시 강북구,번1동,19548,9642,9093,1577
서울특별시 강북구,수유2동,21286,9821,4410,0
서울특별시 강북구,수유3동,22973,11467,8887,487
서울특별시 강북구,번2동,17591,8141,3068,686
서울특별시 강북구,번3동,19184,8546,2775,1314
서울특별시 강서구,염창동,39180,18413,15890,4456
서울특별시 강서구,등촌1동,21621,11274,15416,617
서울특별시 강서구,등촌3동,33202,15600,20544,6844
서울특별시 강서구,가양2동,15853,7804,3391,2044
서울특별시 강서구,가양3동,16714,8165,6888,1501
서울특별시 강서구,등촌2동,21018,10197,3485,5648
서울특별시 강서구,화곡본동,34867,17208,4021,2297
서울특별시 강서구,화곡2동,19531,9501,2408,1905
서울특별시 강서구,화곡4동,22348,10920,3671,2419
서울특별시 강서구,화곡6동,24446,12072,11828,2175
서울특별시 강서구,화곡8동,26033,12810,3363,0
서울특별시 강서구,화곡1동,51918,26661,10084,2651
서울특별시 강서구,공항동,23770,11741,35924,2715
서울특별시 강서구,방화1동,43598,20229,10107,3524
서울특별시 강서구,방화2동,23556,11376,11787,1777
서울특별시 강서구,방화3동,24418,11694,4573,2816
서울특별시 강서구,화곡3동,21976,10508,4863,0
서울특별시 강서구,발산1동,38296,16980,11795,14072
서울특별시 강서구,우장산동,44085,20381,6587,2982
서울특별시 강서구,가양1동,25567,12921,11639,1490
서울특별시 관악구,보라매동,25013,12319,7115,2672
서울특별시 관악구,은천동,34877,16887,7587,2002
서울특별시 관악구,청룡동,29496,15460,12163,4530
서울특별시 관악구,낙성대동,17345,9063,8930,1302
서울특별시 관악구,인헌동,27645,13962,4602,1352
서울특별시 관악구,남현동,18130,9352,6397,844
서울특별시 관악구,청림동,16246,7595,1153,0
서울특별시 관악구,행운동,29611,15392,5865,2727
서울특별시 관악구,중앙동,15035,7781,6094,426
서울특별시 관악구,성현동,32435,14942,2540,4953
서울특별시 관악구,서원동,23451,12592,7563,329
서울특별시 관악구,신원동,19839,10116,2276,1091
서울특별시 관악구,신사동,26615,13982,4428,627
서울특별시 관악구,신림동,20560,11978,5842,522
서울특별시 관악구,조원동,20154,10764,6732,587
서울특별시 관악구,서림동,24714,13093,2584,1145
서울특별시 관악구,대학동,24117,13495,12777,29935
서울특별시 관악구,삼성동,25845,12166,2370,2086
서울특별시 관악구,난향동,16139,7492,1999,1206
서울특별시 관악구,난곡동,29144,13978,2446,2584
서울특별시 관악구,미성동,32229,15536,6427,5017
서울특별시 광진구,자양3동,28839,13671,5908,4087
서울특별시 광진구,자양4동,27235,14325,7067,365
서울특별시 광진구,자양1동,23063,11738,9028,1189
서울특별시 광진구,자양2동,26043,12656,7974,3746
서울특별시 광진구,화양동,25262,13597,14420,22651
서울특별시 광진구,군자동,22178,11184,9582,14910
서울특별시 광진구,능동,11345,6027,5680,2775
서울특별시 광진구,중곡4동,30197,14607,4763,5018
서울특별시 광진구,구의2동,24619,11741,4929,1555
서울특별시 광진구,구의1동,22520,11701,7100,1665
서울특별시 광진구,구의3동,28164,13680,17283,960
서울특별시 광진구,광장동,34482,15294,10812,10273
서울특별시 광진구,중곡1동,15464,7922,6585,0
서울특별시 광진구,중곡2동,21822,10917,7298,1239
서울특별시 광진구,중곡3동,17118,8553,4762,829
서울특별시 구로구,신도림동,36997,17618,14948,4056
서울특별시 구로구,구로1동,21777,10479,3092,3148
서울특별시 구로구,구로5동,34854,18016,25831,3066
서울특별시 구로구,구로2동,37589,19605,31538,1567
서울특별시 구로구,구로3동,27204,14568,82378,2303
서울특별시 구로구,구로4동,28817,14951,5302,1086
서울특별시 구로구,가리봉동,18068,10244,3705,816
서울특별시 구로구,고척1동,24714,11619,9085,10225
서울특별시 구로구,고척2동,29796,13983,3923,3336
서울특별시 구로구,오류1동,21294,10629,4710,803
서울특별시 구로구,수궁동,24887,11720,5691,6034
서울특별시 구로구,개봉1동,34750,16528,5323,2675
서울특별시 구로구,개봉2동,33646,15860,2913,0
서울특별시 구로구,개봉3동,21699,10251,4174,3462
서울특별시 구로구,오류2동,44067,19950,7362,7724
서울특별시 금천구,가산동,23412,13466,151388,0
서울특별시 금천구,독산1동,36014,18773,24185,2826
서울특별시 금천구,독산2동,22498,11284,3239,1339
서울특별시 금천구,독산3동,30926,16118,8294,2563
서울특별시 금천구,독산4동,18624,9418,3179,414
서울특별시 금천구,시흥1동,36512,17886,14578,3760
서울특별시 금천구,시흥4동,22290,10665,1873,1400
서울특별시 금천구,시흥2동,22833,10444,1787,4589
서울특별시 금천구,시흥3동,11607,5531,10456,2998
서울특별시 금천구,시흥5동,21818,10310,3436,618
서울특별시 노원구,월계1동,24037,11145,5439,12085
서울특별시 노원구,월계2동,26439,12101,3387,11635
